"","HrsSleep2009","Sex","BdayMonth","YearBorn","Ethnicity","ASVAB","LifeSat2008","Income2008","HeightFt2010","HeightIn2010","Weight2010","Computer2010","HrsSleep2010","Cohab2009"
"2036",4,"Female",4,1982,"Black",33291,7,33000,5,7,175,6,6,TRUE
"2037",6,"Female",7,1984,"Non-Black / Non-Hispanic",86924,8,15000,5,3,215,3,8,TRUE
"2039",7,"Male",5,1983,"Non-Black / Non-Hispanic",79539,6,6000,5,10,175,1,10,FALSE
"2040",6,"Male",8,1981,"Non-Black / Non-Hispanic",91123,9,55000,6,1,219,6,6,TRUE
"2041",6,"Male",5,1984,"Non-Black / Non-Hispanic",82023,8,15000,5,7,180,6,6,TRUE
"2044",6,"Male",12,1980,"Non-Black / Non-Hispanic",21494,10,55000,5,11,190,6,6,TRUE
"2045",8,"Male",11,1984,"Non-Black / Non-Hispanic",8766,7,30000,6,2,170,6,8,TRUE
"2048",6,"Male",3,1981,"Non-Black / Non-Hispanic",65383,10,36000,5,9,205,3,5,TRUE
"2049",7,"Male",9,1982,"Non-Black / Non-Hispanic",93136,9,44000,5,11,170,6,7,TRUE
"2052",7,"Male",8,1981,"Non-Black / Non-Hispanic",67203,8,37000,6,0,175,5,4,FALSE
"2053",7,"Female",11,1983,"Non-Black / Non-Hispanic",78365,4,55000,5,11,160,6,7,TRUE
"2054",7,"Female",2,1984,"Non-Black / Non-Hispanic",94948,8,44000,5,8,180,6,6,FALSE
"2057",8,"Female",1,1980,"Non-Black / Non-Hispanic",90020,7,80000,5,9,170,6,9,TRUE
"2059",6,"Female",6,1980,"Non-Black / Non-Hispanic",84087,8,75000,5,7,177,4,8,TRUE
"2060",6,"Male",6,1983,"Non-Black / Non-Hispanic",100000,7,15000,5,10,185,6,6,TRUE
"2061",8,"Female",10,1981,"Non-Black / Non-Hispanic",58750,9,36000,5,4,175,6,8,TRUE
"2066",8,"Male",10,1983,"Non-Black / Non-Hispanic",75919,7,27000,6,4,185,5,8,TRUE
"2067",7,"Female",11,1984,"Non-Black / Non-Hispanic",100000,6,6000,5,6,145,6,8,FALSE
"2068",7,"Male",6,1982,"Non-Black / Non-Hispanic",88577,9,121993,6,1,180,6,6,FALSE
"2069",7,"Male",11,1983,"Non-Black / Non-Hispanic",64541,9,41000,6,2,192,6,7,TRUE
"2070",6,"Male",9,1984,"Non-Black / Non-Hispanic",99668,9,58000,5,11,170,6,6,TRUE
"2071",8,"Male",4,1980,"Non-Black / Non-Hispanic",74078,8,4000,6,2,160,6,9,FALSE
"2072",6,"Male",6,1982,"Non-Black / Non-Hispanic",60600,9,32000,6,0,215,4,7,TRUE
"2073",6,"Female",6,1982,"Non-Black / Non-Hispanic",76549,8,26600,5,2,140,5,7,FALSE
"2075",7,"Female",2,1984,"Non-Black / Non-Hispanic",90204,6,30000,5,6,120,6,7,TRUE
"2076",4,"Female",4,1983,"Non-Black / Non-Hispanic",81194,10,25000,5,4,175,6,6,TRUE
"2077",7,"Female",8,1981,"Non-Black / Non-Hispanic",52496,10,28000,5,6,330,6,7,TRUE
"2078",6,"Female",12,1982,"Non-Black / Non-Hispanic",94958,8,41000,5,6,295,4,8,FALSE
"2079",8,"Male",3,1984,"Non-Black / Non-Hispanic",84887,7,48000,6,3,195,6,7,TRUE
"2081",7,"Female",8,1981,"Non-Black / Non-Hispanic",70555,8,31400,5,3,123,6,7,TRUE
"2086",7,"Male",2,1980,"Non-Black / Non-Hispanic",76341,9,121993,6,1,171,6,6,TRUE
"2087",8,"Male",1,1981,"Non-Black / Non-Hispanic",86654,9,77000,5,8,140,6,8,TRUE
"2093",5,"Male",11,1982,"Non-Black / Non-Hispanic",35916,7,54000,6,4,228,5,5,TRUE
"2094",6,"Male",2,1983,"Non-Black / Non-Hispanic",85528,8,29000,6,0,210,4,6,TRUE
"2097",8,"Male",9,1981,"Black",70835,3,400,6,2,208,4,8,FALSE
"2098",6,"Male",10,1984,"Black",17689,1,6000,6,3,244,5,6,TRUE
"2099",5,"Female",7,1984,"Black",40241,5,2000,5,5,235,6,6,TRUE
"2100",6,"Female",1,1980,"Black",24844,5,11000,5,3,230,6,7,TRUE
"2102",4,"Female",11,1984,"Black",35738,7,121993,5,10,185,6,5,TRUE
"2103",7,"Female",2,1981,"Black",14151,5,15000,5,3,230,6,6,FALSE
"2104",7,"Female",7,1981,"Mixed Race (Non-Hispanic)",27771,9,22000,5,4,173,5,7,FALSE
"2105",6,"Female",7,1982,"Black",61498,10,36000,5,1,172,4,6,TRUE
"2106",5,"Male",5,1982,"Black",13614,7,11000,6,0,230,2,8,FALSE
"2109",5,"Male",10,1980,"Non-Black / Non-Hispanic",25451,10,65000,6,0,230,6,5,TRUE
"2110",8,"Female",12,1981,"Non-Black / Non-Hispanic",98502,10,25000,4,11,125,6,8,TRUE
"2116",2,"Male",7,1984,"Non-Black / Non-Hispanic",16213,7,16000,6,1,245,3,6,TRUE
"2118",8,"Male",9,1983,"Non-Black / Non-Hispanic",68691,6,25000,6,6,182,6,7,TRUE
"2119",7,"Male",12,1980,"Non-Black / Non-Hispanic",58884,8,25000,5,8,145,6,7,TRUE
"2120",7,"Male",4,1983,"Non-Black / Non-Hispanic",43902,10,4000,5,11,115,3,6,FALSE
"2121",7,"Male",4,1981,"Non-Black / Non-Hispanic",68136,4,28000,5,9,225,4,6,FALSE
"2127",8,"Male",7,1983,"Non-Black / Non-Hispanic",47910,8,27000,5,10,155,6,7,FALSE
"2128",7,"Male",4,1984,"Non-Black / Non-Hispanic",91337,10,22500,5,8,171,6,7,TRUE
"2130",8,"Female",6,1984,"Non-Black / Non-Hispanic",37719,6,35000,5,6,190,4,6,TRUE
"2131",7,"Female",5,1982,"Non-Black / Non-Hispanic",93630,8,55000,5,8,95,6,7,TRUE
"2133",8,"Female",5,1984,"Black",22388,7,3000,5,4,139,6,6,FALSE
"2135",6,"Male",12,1982,"Non-Black / Non-Hispanic",49108,8,34000,6,2,204,4,8,FALSE
"2136",5,"Male",2,1980,"Non-Black / Non-Hispanic",60202,8,75000,6,5,205,3,6,TRUE
"2139",8,"Male",7,1984,"Non-Black / Non-Hispanic",53137,7,41000,5,11,300,6,7,FALSE
"2140",5,"Female",1,1983,"Non-Black / Non-Hispanic",57031,8,25000,5,4,130,6,5,TRUE
"2141",6,"Female",6,1984,"Non-Black / Non-Hispanic",40698,9,0,5,3,137,4,6,TRUE
"2144",12,"Female",2,1983,"Non-Black / Non-Hispanic",94708,6,18000,5,2,158,3,6,TRUE
"2145",6,"Male",2,1981,"Non-Black / Non-Hispanic",92476,8,13000,5,9,150,4,7,TRUE
"2146",6,"Female",1,1980,"Non-Black / Non-Hispanic",29661,8,35000,5,2,130,4,5,TRUE
"2148",8,"Male",3,1980,"Non-Black / Non-Hispanic",33444,9,45000,5,6,165,6,7,TRUE
"2150",7,"Female",11,1980,"Non-Black / Non-Hispanic",93180,7,35000,5,8,170,6,7,TRUE
"2151",7,"Female",6,1982,"Non-Black / Non-Hispanic",43841,8,22000,5,3,147,6,8,TRUE
"2152",8,"Male",9,1980,"Non-Black / Non-Hispanic",17772,6,10000,5,11,145,1,8,TRUE
"2155",8,"Female",10,1981,"Non-Black / Non-Hispanic",37558,4,10000,5,0,185,2,10,TRUE
"2157",6,"Male",2,1982,"Non-Black / Non-Hispanic",20547,7,10000,5,9,249,5,6,FALSE
"2158",5,"Female",11,1983,"Hispanic",38536,7,12000,5,3,165,6,5,FALSE
"2160",8,"Male",11,1982,"Non-Black / Non-Hispanic",94075,7,32000,6,3,180,6,8,TRUE
"2161",9,"Female",3,1980,"Non-Black / Non-Hispanic",90416,8,52000,5,8,200,6,9,TRUE
"2163",8,"Male",6,1984,"Non-Black / Non-Hispanic",64890,8,15000,5,10,152,5,8,FALSE
"2167",7,"Female",12,1984,"Non-Black / Non-Hispanic",76398,9,40000,5,5,145,4,7,TRUE
"2168",8,"Female",10,1983,"Hispanic",10750,8,11000,5,7,160,4,7,TRUE
"2169",8,"Female",7,1983,"Non-Black / Non-Hispanic",82748,10,55000,5,6,220,4,9,TRUE
"2170",6,"Male",12,1981,"Non-Black / Non-Hispanic",43193,7,25000,5,11,165,1,5,FALSE
"2174",5,"Female",2,1981,"Non-Black / Non-Hispanic",49926,5,27000,5,3,150,4,7,FALSE
"2175",7,"Female",1,1984,"Non-Black / Non-Hispanic",96575,9,4000,5,2,130,4,7,TRUE
"2176",4,"Male",11,1982,"Non-Black / Non-Hispanic",2746,5,121993,5,10,220,3,6,FALSE
"2180",8,"Male",6,1981,"Non-Black / Non-Hispanic",80748,8,40000,5,10,215,6,7,TRUE
"2181",7,"Male",4,1983,"Non-Black / Non-Hispanic",91840,8,30000,5,10,183,6,7,TRUE
"2185",7,"Male",9,1982,"Non-Black / Non-Hispanic",80143,4,43000,6,0,160,6,7,FALSE
"2186",8,"Male",4,1980,"Non-Black / Non-Hispanic",60000,8,45000,5,9,160,6,7,TRUE
"2187",7,"Male",5,1981,"Non-Black / Non-Hispanic",49275,7,67000,5,10,165,6,5,TRUE
"2189",7,"Female",10,1982,"Non-Black / Non-Hispanic",90918,6,30000,5,3,123,4,7,TRUE
"2192",6,"Female",7,1983,"Non-Black / Non-Hispanic",4638,6,8000,5,3,200,3,6,FALSE
"2195",7,"Male",5,1982,"Non-Black / Non-Hispanic",25838,5,56000,5,11,175,6,8,FALSE
"2202",8,"Female",2,1981,"Non-Black / Non-Hispanic",83367,10,50000,5,2,106,6,8,TRUE
"2203",6,"Male",2,1981,"Non-Black / Non-Hispanic",99249,8,54000,5,11,190,6,6,TRUE
"2204",6,"Male",8,1983,"Non-Black / Non-Hispanic",89762,6,47000,6,0,185,6,5,TRUE
"2205",7,"Male",4,1981,"Non-Black / Non-Hispanic",56853,8,39000,5,11,178,5,7,TRUE
"2206",7,"Male",8,1980,"Non-Black / Non-Hispanic",96961,7,44800,5,10,165,6,7,TRUE
"2207",7,"Male",3,1982,"Non-Black / Non-Hispanic",82015,8,47000,5,9,175,6,7,FALSE
"2209",6,"Male",4,1984,"Non-Black / Non-Hispanic",82887,8,30000,5,10,212,6,6,TRUE
"2211",6,"Male",4,1983,"Non-Black / Non-Hispanic",83360,6,5000,5,9,150,6,7,TRUE
"2213",8,"Male",5,1984,"Non-Black / Non-Hispanic",89965,7,30000,5,10,170,6,8,TRUE
"2216",5,"Male",12,1982,"Non-Black / Non-Hispanic",21847,8,30000,6,5,225,6,7,TRUE
"2223",7,"Male",8,1983,"Non-Black / Non-Hispanic",57518,6,45000,6,0,150,6,7,FALSE
"2224",0,"Male",5,1983,"Non-Black / Non-Hispanic",86721,8,26000,6,0,180,6,6,FALSE
"2232",8,"Male",1,1981,"Non-Black / Non-Hispanic",63214,8,37000,6,0,300,5,6,TRUE
"2233",8,"Male",1,1984,"Non-Black / Non-Hispanic",44917,10,17000,6,1,185,6,6,TRUE
"2234",8,"Female",1,1981,"Non-Black / Non-Hispanic",88290,10,55000,5,3,125,5,7,TRUE
"2235",7,"Male",3,1983,"Non-Black / Non-Hispanic",53072,5,30000,5,2,180,6,7,FALSE
"2236",5,"Male",4,1981,"Non-Black / Non-Hispanic",5281,10,70000,5,7,210,3,6,FALSE
"2245",6,"Female",3,1982,"Hispanic",53682,8,14000,5,5,150,6,6,TRUE
"2247",8,"Female",3,1980,"Non-Black / Non-Hispanic",49666,7,40000,5,2,150,6,8,TRUE
"2248",6,"Male",10,1981,"Non-Black / Non-Hispanic",90180,8,60000,5,9,200,4,6,TRUE
"2249",5,"Male",3,1984,"Non-Black / Non-Hispanic",62720,8,20000,5,6,150,1,6,TRUE
"2250",8,"Male",2,1981,"Non-Black / Non-Hispanic",100000,9,35000,5,10,140,6,7,TRUE
"2251",6,"Male",6,1982,"Non-Black / Non-Hispanic",96780,7,75000,5,11,154,6,6,TRUE
"2252",5,"Male",1,1981,"Non-Black / Non-Hispanic",40491,7,18000,5,11,160,3,6,FALSE
"2253",6,"Male",1,1981,"Non-Black / Non-Hispanic",40850,7,50000,6,1,235,4,6,TRUE
"2254",7,"Male",8,1983,"Non-Black / Non-Hispanic",38672,7,10000,5,11,185,2,7,FALSE
"2256",6,"Female",9,1984,"Non-Black / Non-Hispanic",90594,9,35800,5,0,98,6,5,TRUE
"2258",3,"Male",3,1980,"Non-Black / Non-Hispanic",36480,6,20000,5,6,165,3,6,FALSE
"2260",6,"Female",3,1982,"Non-Black / Non-Hispanic",19945,7,22000,5,3,192,1,6,TRUE
"2262",5,"Female",1,1982,"Non-Black / Non-Hispanic",17145,10,13000,5,0,135,6,5,TRUE
"2263",8,"Male",3,1984,"Non-Black / Non-Hispanic",80238,6,21000,5,6,180,6,7,FALSE
"2264",7,"Male",11,1982,"Non-Black / Non-Hispanic",50806,8,15000,5,11,150,2,6,TRUE
"2270",8,"Male",12,1981,"Non-Black / Non-Hispanic",68101,9,21000,6,4,215,2,5,TRUE
"2272",8,"Male",9,1980,"Non-Black / Non-Hispanic",90598,9,39520,5,8,220,6,8,TRUE
"2275",6,"Male",7,1982,"Hispanic",36978,9,35000,6,3,260,6,5,FALSE
"2276",6,"Male",2,1983,"Non-Black / Non-Hispanic",52083,7,45000,5,11,158,4,6,FALSE
"2283",6,"Female",6,1981,"Non-Black / Non-Hispanic",29837,7,12000,5,1,175,2,6,FALSE
"2287",6,"Male",10,1983,"Non-Black / Non-Hispanic",85526,8,40000,5,11,165,6,8,TRUE
"2288",8,"Male",3,1981,"Non-Black / Non-Hispanic",63597,8,45000,5,11,225,1,8,TRUE
"2289",5,"Male",12,1980,"Non-Black / Non-Hispanic",75006,7,60000,6,0,274,6,6,TRUE
"2292",8,"Male",8,1981,"Non-Black / Non-Hispanic",32382,3,35000,6,0,270,6,6,FALSE
"2293",7,"Male",6,1983,"Non-Black / Non-Hispanic",66282,8,30000,5,8,200,6,7,FALSE
"2294",7,"Male",5,1981,"Non-Black / Non-Hispanic",12220,8,26000,5,10,172,4,8,TRUE
"2295",7,"Female",9,1984,"Non-Black / Non-Hispanic",55410,9,2000,5,5,254,6,8,FALSE
"2296",7,"Female",9,1984,"Non-Black / Non-Hispanic",67517,10,20000,5,6,214,6,8,TRUE
"2301",5,"Female",4,1980,"Non-Black / Non-Hispanic",66667,9,68000,5,2,163,6,6,TRUE
"2306",8,"Male",12,1984,"Non-Black / Non-Hispanic",85077,9,15000,5,7,150,5,6,FALSE
"2307",6,"Male",11,1980,"Non-Black / Non-Hispanic",83749,10,25000,6,0,220,6,5,TRUE
"2308",5,"Female",10,1983,"Non-Black / Non-Hispanic",26606,8,25000,5,4,175,4,4,TRUE
"2309",7,"Male",2,1981,"Non-Black / Non-Hispanic",44460,5,31000,6,2,220,3,7,TRUE
"2310",8,"Male",7,1982,"Non-Black / Non-Hispanic",56232,7,5000,5,10,155,6,8,TRUE
"2311",7,"Male",7,1984,"Non-Black / Non-Hispanic",17107,7,45000,6,1,180,2,5,FALSE
"2312",7,"Male",1,1982,"Non-Black / Non-Hispanic",15402,8,15000,6,3,235,1,6,FALSE
"2313",6,"Male",10,1982,"Black",17620,6,7000,5,8,165,6,6,TRUE
"2314",8,"Female",3,1984,"Black",25456,5,13000,5,3,176,6,4,FALSE
"2315",6,"Female",10,1980,"Non-Black / Non-Hispanic",53747,4,53000,5,8,220,5,5,FALSE
"2316",6,"Male",10,1982,"Non-Black / Non-Hispanic",76424,7,45000,6,3,365,4,6,TRUE
"2320",7,"Female",12,1980,"Non-Black / Non-Hispanic",2047,5,13000,5,6,160,5,7,FALSE
"2322",10,"Male",11,1983,"Non-Black / Non-Hispanic",79063,9,18000,6,0,280,6,8,TRUE
"2323",5,"Male",7,1981,"Non-Black / Non-Hispanic",22038,8,27000,6,5,245,6,5,TRUE
"2324",6,"Male",3,1982,"Non-Black / Non-Hispanic",41604,7,25000,5,9,215,2,6,TRUE
"2325",7,"Male",2,1982,"Non-Black / Non-Hispanic",99651,8,11247,6,0,135,6,8,TRUE
"2326",7,"Male",9,1981,"Non-Black / Non-Hispanic",79688,7,50000,5,9,158,6,7,TRUE
"2327",8,"Male",9,1984,"Non-Black / Non-Hispanic",96841,8,12000,5,8,155,5,8,FALSE
"2328",8,"Male",9,1982,"Non-Black / Non-Hispanic",83458,8,35000,5,7,140,6,8,FALSE
"2329",8,"Female",12,1984,"Non-Black / Non-Hispanic",55256,7,8000,5,4,112,6,7,TRUE
"2330",7,"Male",9,1981,"Non-Black / Non-Hispanic",72880,9,43000,5,11,170,6,7,TRUE
"2334",6,"Female",2,1982,"Non-Black / Non-Hispanic",98524,8,46000,5,1,136,6,6,TRUE
"2335",6,"Male",6,1984,"Non-Black / Non-Hispanic",70305,7,17000,5,8,240,6,7,TRUE
"2336",8,"Female",4,1980,"Non-Black / Non-Hispanic",98722,8,27000,5,5,165,6,6,TRUE
"2337",9,"Female",8,1982,"Non-Black / Non-Hispanic",92452,4,15000,5,6,250,4,7,TRUE
"2339",8,"Male",3,1981,"Non-Black / Non-Hispanic",76481,9,26880,6,4,220,5,7,TRUE
"2342",8,"Female",9,1981,"Non-Black / Non-Hispanic",43696,8,30000,5,10,185,6,7,TRUE
"2343",8,"Male",5,1981,"Non-Black / Non-Hispanic",77774,8,80000,5,11,215,6,8,TRUE
"2344",8,"Female",3,1984,"Non-Black / Non-Hispanic",100000,10,47000,5,4,115,6,8,TRUE
"2346",7,"Male",4,1980,"Non-Black / Non-Hispanic",41267,8,55000,5,11,252,6,8,TRUE
"2347",7,"Male",3,1982,"Non-Black / Non-Hispanic",92661,8,32000,6,0,240,6,6,TRUE
"2348",7,"Female",12,1984,"Non-Black / Non-Hispanic",44904,8,20000,5,2,220,3,7,FALSE
"2349",7,"Male",5,1980,"Non-Black / Non-Hispanic",80593,8,40000,6,1,220,6,7,TRUE
"2356",5,"Female",2,1980,"Black",11232,10,10000,5,4,126,2,3,FALSE
"2357",7,"Male",5,1983,"Black",28259,7,55000,5,11,244,6,6,TRUE
"2361",8,"Female",8,1983,"Black",35178,8,32000,5,8,155,2,8,FALSE
"2362",6,"Male",4,1984,"Non-Black / Non-Hispanic",6293,7,8000,5,11,313,6,5,FALSE
"2363",6,"Female",12,1981,"Hispanic",60190,9,40000,5,5,120,6,7,TRUE
"2365",7,"Female",6,1982,"Non-Black / Non-Hispanic",69402,9,55000,5,3,150,5,8,TRUE
"2368",8,"Male",7,1982,"Non-Black / Non-Hispanic",39558,10,35000,5,9,160,5,8,FALSE
"2370",7,"Male",3,1981,"Non-Black / Non-Hispanic",46168,8,35000,5,8,160,6,7,FALSE
"2371",8,"Male",9,1982,"Non-Black / Non-Hispanic",50505,8,36000,5,6,135,3,8,TRUE
"2372",8,"Male",6,1984,"Non-Black / Non-Hispanic",69103,8,13000,5,10,173,3,7,TRUE
"2373",5,"Male",2,1980,"Non-Black / Non-Hispanic",98782,8,35500,5,1,165,6,5,TRUE
"2375",8,"Female",7,1980,"Non-Black / Non-Hispanic",63908,9,35000,5,8,140,6,8,TRUE
"2377",7,"Female",9,1984,"Non-Black / Non-Hispanic",63130,8,121993,5,6,116,6,7,TRUE
"2379",6,"Male",11,1981,"Hispanic",90519,8,34000,5,8,238,4,6,FALSE
"2380",6,"Male",2,1981,"Black",76955,7,65000,6,0,195,6,6,FALSE
"2382",6,"Male",2,1983,"Non-Black / Non-Hispanic",43562,7,40000,5,11,180,5,7,TRUE
"2389",6,"Female",4,1981,"Non-Black / Non-Hispanic",62250,10,42000,5,9,155,3,7,TRUE
"2390",5,"Male",5,1983,"Non-Black / Non-Hispanic",42428,9,32000,6,0,185,6,5,TRUE
"2391",9,"Male",10,1982,"Non-Black / Non-Hispanic",87388,8,30000,6,1,200,6,9,TRUE
"2392",7,"Male",11,1984,"Non-Black / Non-Hispanic",68350,9,11000,5,6,143,6,7,TRUE
"2393",8,"Female",12,1980,"Non-Black / Non-Hispanic",88026,4,31000,5,8,217,6,8,TRUE
"2394",8,"Male",2,1981,"Non-Black / Non-Hispanic",78152,10,10500,5,10,210,6,7,TRUE
"2395",7,"Male",9,1982,"Non-Black / Non-Hispanic",43565,8,36000,5,9,165,6,7,TRUE
"2396",7,"Female",7,1982,"Non-Black / Non-Hispanic",35000,5,13000,5,4,130,3,8,FALSE
"2397",6,"Female",7,1982,"Non-Black / Non-Hispanic",22110,6,15000,5,9,210,4,6,TRUE
"2398",8,"Female",7,1982,"Non-Black / Non-Hispanic",26548,7,36000,5,4,140,6,7,FALSE
"2399",4,"Male",12,1982,"Non-Black / Non-Hispanic",23921,6,30000,6,0,155,6,4,TRUE
"2400",8,"Female",7,1980,"Non-Black / Non-Hispanic",89586,8,59000,5,9,200,6,7,TRUE
"2404",7,"Male",9,1980,"Non-Black / Non-Hispanic",66812,9,45000,5,5,160,2,7,TRUE
"2407",8,"Male",11,1983,"Non-Black / Non-Hispanic",37454,10,29000,6,4,225,3,7,TRUE
"2411",7,"Male",1,1980,"Hispanic",57614,9,45000,5,9,212,6,6,TRUE
"2417",8,"Female",12,1984,"Non-Black / Non-Hispanic",69098,8,31000,5,5,150,5,9,TRUE
"2420",6,"Male",9,1980,"Non-Black / Non-Hispanic",76009,9,67000,5,11,250,4,5,TRUE
"2423",7,"Female",3,1980,"Non-Black / Non-Hispanic",55637,7,24000,5,6,199,6,6,TRUE
"2428",5,"Male",10,1984,"Non-Black / Non-Hispanic",70807,7,53000,6,0,205,6,5,TRUE
"2430",7,"Female",9,1983,"Non-Black / Non-Hispanic",12337,8,300,5,2,113,3,6,TRUE
"2431",7,"Male",3,1980,"Non-Black / Non-Hispanic",78235,9,55750,6,2,400,6,7,TRUE
"2436",6,"Male",12,1982,"Non-Black / Non-Hispanic",90412,8,26000,6,0,200,6,7,TRUE
"2438",6,"Male",10,1981,"Black",27965,8,36500,5,8,195,5,6,FALSE
"2440",4,"Female",8,1984,"Hispanic",84573,5,27000,5,6,152,6,5,TRUE
"2442",4,"Female",11,1982,"Non-Black / Non-Hispanic",32309,8,18000,5,4,243,6,4,TRUE
"2444",4,"Male",6,1980,"Non-Black / Non-Hispanic",23715,4,27000,6,2,190,6,5,TRUE
"2451",5,"Female",1,1982,"Hispanic",32467,8,52000,5,4,125,6,6,FALSE
"2452",5,"Male",8,1983,"Hispanic",2452,9,30000,5,6,180,1,5,TRUE
"2453",8,"Female",10,1982,"Non-Black / Non-Hispanic",53969,8,28000,5,2,132,6,8,TRUE
"2458",7,"Male",8,1982,"Non-Black / Non-Hispanic",88931,8,67000,6,3,190,6,7,TRUE
"2459",7,"Female",7,1981,"Non-Black / Non-Hispanic",33231,10,188,5,7,155,2,7,TRUE
"2460",7,"Male",7,1984,"Non-Black / Non-Hispanic",53753,10,40000,6,4,210,6,6,TRUE
"2462",7,"Female",8,1982,"Non-Black / Non-Hispanic",49136,6,36000,5,4,216,6,7,FALSE
"2463",6,"Male",1,1984,"Non-Black / Non-Hispanic",92921,8,36000,5,9,185,6,7,TRUE
"2470",6,"Female",5,1982,"Non-Black / Non-Hispanic",54900,9,12000,5,4,115,2,6,FALSE
"2472",7,"Female",8,1980,"Hispanic",42842,7,32000,5,0,135,6,6,FALSE
"2473",7,"Female",4,1983,"Non-Black / Non-Hispanic",71417,7,36000,5,2,125,6,7,FALSE
"2476",7,"Male",2,1982,"Non-Black / Non-Hispanic",86791,7,121993,5,9,160,6,6,TRUE
"2477",8,"Male",4,1981,"Non-Black / Non-Hispanic",96704,8,55000,5,9,220,6,7,TRUE
"2478",6,"Male",2,1984,"Non-Black / Non-Hispanic",58241,10,25000,5,6,220,6,6,TRUE
"2479",6,"Female",10,1981,"Non-Black / Non-Hispanic",70446,9,33000,5,7,120,5,6,TRUE
"2480",7,"Male",10,1983,"Non-Black / Non-Hispanic",75525,8,52000,5,10,200,2,7,FALSE
"2484",8,"Male",6,1982,"Non-Black / Non-Hispanic",54543,5,25000,5,9,140,6,8,TRUE
"2488",6,"Female",8,1984,"Non-Black / Non-Hispanic",94720,8,13000,5,7,170,5,6,TRUE
"2490",8,"Female",4,1982,"Non-Black / Non-Hispanic",91837,9,65000,5,5,180,6,5,TRUE
"2491",6,"Female",2,1984,"Non-Black / Non-Hispanic",47055,8,59000,5,3,147,6,7,TRUE
"2494",5,"Male",8,1983,"Non-Black / Non-Hispanic",70129,8,24000,5,6,180,6,7,TRUE
"2497",7,"Male",2,1983,"Non-Black / Non-Hispanic",32536,8,32000,5,11,215,6,6,TRUE
"2500",6,"Male",9,1980,"Non-Black / Non-Hispanic",84477,8,22000,5,6,135,4,6,TRUE
"2501",7,"Female",6,1984,"Non-Black / Non-Hispanic",86400,9,13000,5,4,210,6,8,TRUE
"2502",6,"Female",8,1982,"Non-Black / Non-Hispanic",41987,5,12048,5,5,165,1,6,TRUE
"2503",9,"Male",9,1984,"Non-Black / Non-Hispanic",29546,8,20000,6,0,240,6,8,FALSE
"2504",5,"Male",3,1984,"Non-Black / Non-Hispanic",13051,8,40000,5,10,220,4,5,FALSE
"2505",5,"Male",3,1982,"Non-Black / Non-Hispanic",73746,4,22000,5,11,230,4,7,TRUE
"2506",7,"Female",9,1980,"Non-Black / Non-Hispanic",35148,8,1750,5,3,190,3,4,TRUE
"2510",8,"Male",4,1980,"Non-Black / Non-Hispanic",69345,8,46000,6,0,220,6,8,TRUE
"2511",7,"Male",9,1981,"Non-Black / Non-Hispanic",85095,8,32000,5,10,240,2,6,TRUE
"2512",6,"Male",9,1983,"Non-Black / Non-Hispanic",74554,3,23000,5,6,119,6,6,TRUE
"2515",5,"Female",4,1981,"Non-Black / Non-Hispanic",21044,8,8000,5,5,210,1,6,TRUE
"2517",7,"Male",2,1981,"Non-Black / Non-Hispanic",16462,7,29000,6,0,155,4,8,TRUE
"2519",8,"Male",9,1981,"Non-Black / Non-Hispanic",97634,9,24000,5,10,200,5,8,TRUE
"2520",7,"Male",5,1984,"Non-Black / Non-Hispanic",84294,7,27000,5,8,130,6,8,TRUE
"2521",7,"Male",11,1982,"Non-Black / Non-Hispanic",78872,7,20000,6,4,225,5,6,TRUE
"2525",7,"Female",9,1981,"Non-Black / Non-Hispanic",61330,9,37000,5,6,195,3,7,FALSE
"2526",7,"Female",2,1981,"Non-Black / Non-Hispanic",70381,8,36000,5,7,190,6,7,TRUE
"2527",7,"Male",10,1980,"Non-Black / Non-Hispanic",60071,10,25000,6,1,240,2,6,TRUE
"2528",6,"Female",1,1982,"Non-Black / Non-Hispanic",63621,7,19000,5,9,170,1,7,TRUE
"2532",7,"Male",8,1981,"Non-Black / Non-Hispanic",6735,5,35000,5,8,160,1,8,TRUE
"2533",8,"Male",8,1981,"Non-Black / Non-Hispanic",40246,6,28000,5,8,130,6,8,TRUE
"2540",7,"Female",12,1980,"Non-Black / Non-Hispanic",92358,8,45000,5,3,200,6,6,TRUE
"2541",6,"Female",3,1983,"Non-Black / Non-Hispanic",79727,7,19670,5,4,218,6,8,TRUE
"2548",8,"Female",10,1981,"Non-Black / Non-Hispanic",31981,8,33000,5,5,260,4,7,FALSE
"2549",7,"Male",12,1984,"Non-Black / Non-Hispanic",92368,8,38000,6,9,140,6,7,TRUE
"2550",10,"Female",4,1980,"Non-Black / Non-Hispanic",30062,7,4000,5,7,260,6,8,TRUE
"2552",7,"Female",4,1981,"Non-Black / Non-Hispanic",43118,9,46000,5,5,130,3,7,TRUE
"2553",7,"Female",4,1980,"Hispanic",57771,9,24000,5,4,138,3,7,TRUE
"2554",8,"Female",7,1984,"Non-Black / Non-Hispanic",97197,8,12000,5,7,135,4,8,FALSE
"2555",7,"Male",1,1981,"Non-Black / Non-Hispanic",90668,7,68000,5,10,195,6,6,TRUE
"2557",7,"Male",4,1980,"Non-Black / Non-Hispanic",51359,10,43000,5,11,220,6,5,TRUE
"2559",5,"Male",8,1983,"Non-Black / Non-Hispanic",80262,5,28000,6,1,340,6,6,FALSE
